#;Učni cilji;Koncept/Vsebina;OBD;Podsklop;Sklop;Nivo
195;Učenec z računalniškimi modeli simulira preproste dogodke, preverja teorije in sklepe.;Z računalniškimi modeli lahko simuliramo dogodke, preverjamo teorije oziroma hipoteze in sklepe ali izdelujemo napovedi na podlagi manjše ali večje količine podatkov. Računalniški modeli so abstrakcije, izdelane na podlagi podatkov z namenom, da izpostavijo ključne značilnosti in povezave v sistemu. Novi podatki omogočajo postopno izboljševanje modelov.;3;Sklepanje in modeliranje;2;O
196;Učenec na osnovi podatkov gradi modele za izdelovanje napovedi in prepoznavanje vzorcev v podatkih.;Z računalniškimi modeli lahko simuliramo dogodke, preverjamo teorije oziroma hipoteze in sklepe ali izdelujemo napovedi na podlagi manjše ali večje količine podatkov. Računalniški modeli so abstrakcije, izdelane na podlagi podatkov z namenom, da izpostavijo ključne značilnosti in povezave v sistemu. Novi podatki omogočajo postopno izboljševanje modelov.;3;Sklepanje in modeliranje;2;O
197;Učenec razume, da algoritmi določajo, na kakšen način komuniciramo z računalnikom za rešitev problema.;"Algoritmi vplivajo na to, kako ljudje komunicirajo z računalniki in kako se računalniki odzivajo. Ljudje načrtujejo algoritme, ki jih je mogoče posplošiti na številne situacije.
Dobro berljivim algoritmom je enostavneje slediti in jih je lažje testirati in razhroščevati.";3;Algoritmi;3;O
198;Učenec razume, da se stvarni problem za potrebe reševanja v računalniško informacijskem svetu modelira v računalniško informacijski problem, za rešitev katerega načrtujemo algoritem.;"Algoritmi vplivajo na to, kako ljudje komunicirajo z računalniki in kako se računalniki odzivajo. Ljudje načrtujejo algoritme, ki jih je mogoče posplošiti na številne situacije.
Dobro berljivim algoritmom je enostavneje slediti in jih je lažje testirati in razhroščevati.";3;Algoritmi;3;O
199;Učenec razume, da lahko že obstoječe algoritme uporabimo pri reševanju različnih problemov.;"Algoritmi vplivajo na to, kako ljudje komunicirajo z računalniki in kako se računalniki odzivajo. Ljudje načrtujejo algoritme, ki jih je mogoče posplošiti na številne situacije.
Dobro berljivim algoritmom je enostavneje slediti in jih je lažje testirati in razhroščevati.";3;Algoritmi;3;O
200;Učenec razume, da je dobro berljivim algoritmom enostavneje slediti, jih je lažje testirati in v zapisu najti napake (razhroščevati).;"Algoritmi vplivajo na to, kako ljudje komunicirajo z računalniki in kako se računalniki odzivajo. Ljudje načrtujejo algoritme, ki jih je mogoče posplošiti na številne situacije.
Dobro berljivim algoritmom je enostavneje slediti in jih je lažje testirati in razhroščevati.";3;Algoritmi;3;O
201;Učenec zna oblikovati nabor testnih primerov, s katerimi sledi in preverja delovanje algoritma.;"Algoritmi vplivajo na to, kako ljudje komunicirajo z računalniki in kako se računalniki odzivajo. Ljudje načrtujejo algoritme, ki jih je mogoče posplošiti na številne situacije.
Dobro berljivim algoritmom je enostavneje slediti in jih je lažje testirati in razhroščevati.";3;Algoritmi;3;O
202;Učenec razume, da programerji ustvarjajo spremenljivke s smiselnim imenom (identifikator) za shranjevanje podatkovnih vrednosti.;Programerji ustvarjajo spremenljivke, da bi vanje shranjevali podatkovne vrednosti izbranih tipov. Vsaki spremenljivki priredimo smiseln identifikator (ime), da lahko preko njega dostopamo do pripadajoče vrednosti in na njej izvajamo operacije. Spremenljivke omogočajo prožnost, potrebno za predstavitev različnih situacij, obdelavo različnih množic podatkov in pripravo raznovrstnih izhodov.;3;Spremenljivke;3;O
203;Učenec pozna različne tipe podatkovnih vrednosti, ki omogočajo prožno predstavitev različnih situacij in pripravo raznovrstnih izhodov.;Programerji ustvarjajo spremenljivke, da bi vanje shranjevali podatkovne vrednosti izbranih tipov. Vsaki spremenljivki priredimo smiseln identifikator (ime), da lahko preko njega dostopamo do pripadajoče vrednosti in na njej izvajamo operacije. Spremenljivke omogočajo prožnost, potrebno za predstavitev različnih situacij, obdelavo različnih množic podatkov in pripravo raznovrstnih izhodov.;3;Spremenljivke;3;O
204;Učenci na osnovi izbora in kombinacije krmilnih konstruktov znajo doseči kompleksnejše delovanje programa.;Programerji izbirajo in kombinirajo krmilne konstrukte, kot so zanke, odzivniki na dogodke in pogojni stavki, da lahko dosežejo kompleksnejše obnašanje programa.;3;Nadzor;3;O
205;Učenec zna uporabiti funkcijo (podprogram), ki je že napisana.;Programi uporabljajo podprograme (procedure), da organizirajo kodo, skrivajo implementacijske podrobnosti in olajšajo ponovno uporabo kode. Podprogramom lahko v drugih programih spremenimo namen. Z uporabo parametrov v podprogramih lahko posplošimo obnašanje in povečamo možnosti za ponovno uporabo kode.;3;Modularnost;3;O
206;Učenec zna napisati funkcijo (podprogram), ki ima določeno funkcionalnost.;Programi uporabljajo podprograme (procedure), da organizirajo kodo, skrivajo implementacijske podrobnosti in olajšajo ponovno uporabo kode. Podprogramom lahko v drugih programih spremenimo namen. Z uporabo parametrov v podprogramih lahko posplošimo obnašanje in povečamo možnosti za ponovno uporabo kode.;3;Modularnost;3;O
207;Učenec za rešitev problema zna poiskati kodo, ki reši soroden problem in jo preoblikuje v kodo, ki reši njegov problem.;Programi uporabljajo podprograme (procedure), da organizirajo kodo, skrivajo implementacijske podrobnosti in olajšajo ponovno uporabo kode. Podprogramom lahko v drugih programih spremenimo namen. Z uporabo parametrov v podprogramih lahko posplošimo obnašanje in povečamo možnosti za ponovno uporabo kode.;3;Modularnost;3;O
208;Učenec zna za problem, ki ga rešuje oblikovati uporabniške zgodbe.;Pri načrtovanju smiselnih rešitev, namenjenih drugim, definiramo problemske kriterije in omejitve, pri čemer skrbno upoštevamo različne potrebe in želje skupnosti, in preverimo, ali so kriteriji in omejitve izpolnjeni.;3;Razvoj programov;3;O
209;Učenec zna na podlagi uporabniške zgodbe, njenih omejitev in kriterijev preveriti, ali je rešitev problema ustrezna.;Pri načrtovanju smiselnih rešitev, namenjenih drugim, definiramo problemske kriterije in omejitve, pri čemer skrbno upoštevamo različne potrebe in želje skupnosti, in preverimo, ali so kriteriji in omejitve izpolnjeni.;3;Razvoj programov;3;O
210;Učenec razume, da je pošiljanje informacij ena od storitev, ki jih nudi omrežje in da za rabo le-te potrebujemo nedvoumna pravila, ki jih imenujemo protokol.;"Računalniki prejemajo in pošiljajo informacijo upoštevaje zbirko pravil, ki jih imenujemo protokoli. Protokoli določajo, kako naj sporočila, ki jih pošiljamo med računalniki, izgledajo in na kakšen način so poslana. 
Upoštevanje zahtev kot so varnost, hitrost ali zanesljivost določa najboljšo pot za pošiljanje in sprejemanje podatkov.";3;Omrežne komunikacije in organizacija;4;O
211;Učenec spoznava, da je za izpolnjevanje storitve prenosa informacij potrebno sodelovanje naprav v omrežju, ki morajo med seboj komunicirati, za kar uporabljajo svoj protokol.;"Računalniki prejemajo in pošiljajo informacijo upoštevaje zbirko pravil, ki jih imenujemo protokoli. Protokoli določajo, kako naj sporočila, ki jih pošiljamo med računalniki, izgledajo in na kakšen način so poslana. 
Upoštevanje zahtev kot so varnost, hitrost ali zanesljivost določa najboljšo pot za pošiljanje in sprejemanje podatkov.";3;Omrežne komunikacije in organizacija;4;O
212;Učenec razume, da ker paketi lahko od pošiljatelja do prejemnika potujejo po različnih poteh, lahko pridejo do iste naprave tudi večkrat.;"Računalniki prejemajo in pošiljajo informacijo upoštevaje zbirko pravil, ki jih imenujemo protokoli. Protokoli določajo, kako naj sporočila, ki jih pošiljamo med računalniki, izgledajo in na kakšen način so poslana. 
Upoštevanje zahtev kot so varnost, hitrost ali zanesljivost določa najboljšo pot za pošiljanje in sprejemanje podatkov.";3;Omrežne komunikacije in organizacija;4;O
213;Učenec ve, da podatke ščitimo na dva načina, in sicer tam, kjer so shranjeni (pred krajo) ter med prenosom v omrežju.;Informacijo, ki je poslana preko omrežij, lahko zaščitimo pred nepooblaščenim dostopom in spreminjanjem. To počnemo na različne načine, kot je šifriranje, da ohranimo zaupnost in omejimo dostop ter zagotovimo celovitost podatkov. Varnostni ukrepi za varovanje informacije, ki je na voljo na spletu, naslavljajo varovanje pred nevarnostjo vdorov v osebne in zasebne podatke.;3;Kibernetska varnost;4;O
214;Učenec razume, da med prenosom podatkov dostopa do podatkov ne moremo preprečiti in zato vsebino ščitimo s šifriranjem.;Informacijo, ki je poslana preko omrežij, lahko zaščitimo pred nepooblaščenim dostopom in spreminjanjem. To počnemo na različne načine, kot je šifriranje, da ohranimo zaupnost in omejimo dostop ter zagotovimo celovitost podatkov. Varnostni ukrepi za varovanje informacije, ki je na voljo na spletu, naslavljajo varovanje pred nevarnostjo vdorov v osebne in zasebne podatke.;3;Kibernetska varnost;4;O
215;Učenec razume, da, ker lahko vsakdo dostopa do podatkov pri prenosu, jih lahko tudi spreminja, kar je potrebno preprečiti.;Informacijo, ki je poslana preko omrežij, lahko zaščitimo pred nepooblaščenim dostopom in spreminjanjem. To počnemo na različne načine, kot je šifriranje, da ohranimo zaupnost in omejimo dostop ter zagotovimo celovitost podatkov. Varnostni ukrepi za varovanje informacije, ki je na voljo na spletu, naslavljajo varovanje pred nevarnostjo vdorov v osebne in zasebne podatke.;3;Kibernetska varnost;4;O
216;Učenec prepoznava in opiše, na katere vsakodnevne dejavnosti vpliva napredek na področju digitalne tehnologije in kako.;Napredek na področju računalniške tehnologije spreminja vsakodnevne dejavnosti ljudi. Družba mora iskati kompromise zaradi vse večje globalizacije in avtomatizacije, ki ju prinaša računalništvo.;3;Kultura;5;O
217;Učenec razume, da globalizacija ustvarja zaposlitve, ki prečkajo nacionalne meje.;Napredek na področju računalniške tehnologije spreminja vsakodnevne dejavnosti ljudi. Družba mora iskati kompromise zaradi vse večje globalizacije in avtomatizacije, ki ju prinaša računalništvo.;3;Kultura;5;O
218;Učenec kritično ovrednoti prednosti in slabosti globalizacije in avtomatizacije, ki ju prinaša napredek digitalne tehnologije.;Napredek na področju računalniške tehnologije spreminja vsakodnevne dejavnosti ljudi. Družba mora iskati kompromise zaradi vse večje globalizacije in avtomatizacije, ki ju prinaša računalništvo.;3;Kultura;5;O
219;Učenec razume, da se je spletno piratstvo povečalo zaradi preprostega prehajanja med državnimi in pravnimi sistemi.;Napredek na področju računalniške tehnologije spreminja vsakodnevne dejavnosti ljudi. Družba mora iskati kompromise zaradi vse večje globalizacije in avtomatizacije, ki ju prinaša računalništvo.;3;Kultura;5;O
220;Tehnologija omogoča, da lahko človek vpraša na globalni ravni za mnenje o problemu, na katerega je naletel, ali pa deli svoje lastne izkušnje in mnenja.;Ljudje se lahko prek različnih komunikacijskih platform, ki jih omogoča računalništvo, kot so družabna omrežja in mediji, organizirajo in sodelujejo pri vprašanjih in temah, ki jih zanimajo. Te interakcije omogočajo, da se vprašanja obravnavajo z več vidikov različnih javnosti.;3;Socialne interakcije;5;O
221;Tehnologija nudi okolje za razpravo, ki pa lahko postane zelo omejena v primeru neraznolikih udeležencev.;Ljudje se lahko prek različnih komunikacijskih platform, ki jih omogoča računalništvo, kot so družabna omrežja in mediji, organizirajo in sodelujejo pri vprašanjih in temah, ki jih zanimajo. Te interakcije omogočajo, da se vprašanja obravnavajo z več vidikov različnih javnosti.;3;Socialne interakcije;5;O
222;Učenec zna kritično presojati izvirnost elektronske pošte.;Obstaja kompromis med tem, ali so neki podatki javni ali zasebni in varni. Ljudi je mogoče prevarati, da razkrijejo osebne podatke, sploh če je o njih na spletu na voljo več javnih informacij.;3;Varnost, zakonodaja in etika;5;O
223;Učenec se zaveda, da ima večjo verjetnost, da bo tarča spletnega napada, če so njegovi osebni podatki objavljeni na spletu.;Obstaja kompromis med tem, ali so neki podatki javni ali zasebni in varni. Ljudi je mogoče prevarati, da razkrijejo osebne podatke, sploh če je o njih na spletu na voljo več javnih informacij.;3;Varnost, zakonodaja in etika;5;O
224;Učenec zna pojasniti, kako avtentikacijski ukrepi ovirajo dostop nepooblaščenim uporabnikom, ter bo znal oceniti prednosti in slabosti različnih metod avtentikacije.;Obstaja kompromis med tem, ali so neki podatki javni ali zasebni in varni. Ljudi je mogoče prevarati, da razkrijejo osebne podatke, sploh če je o njih na spletu na voljo več javnih informacij.;3;Varnost, zakonodaja in etika;5;O
225;Učenec ve, da se informacija lahko prenaša bodisi po fizičnem mediju bodisi po brezžični povezavi.;Informacija potrebuje za pošiljanje oziroma prejemanje fizični medij ali brezžično povezavo, od katerih so nekatere povezave primernejše od drugih. Posredovana informacija je najprej razdeljena v manjše koščke, ki jih imenujemo paketi in potujejo neodvisno drugo od drugega, vendar se pri prejemniku ponovno združijo. Za to, da paketi pravilno potujejo po omrežju skrbijo usmerjevalniki in stikala.;2;Omrežne komunikacije in organizacija;4;O
226;Učenec ve, da so nekateri mediji za komunikacijo primernejši kot drugi.;Informacija potrebuje za pošiljanje oziroma prejemanje fizični medij ali brezžično povezavo, od katerih so nekatere povezave primernejše od drugih. Posredovana informacija je najprej razdeljena v manjše koščke, ki jih imenujemo paketi in potujejo neodvisno drugo od drugega, vendar se pri prejemniku ponovno združijo. Za to, da paketi pravilno potujejo po omrežju skrbijo usmerjevalniki in stikala.;2;Omrežne komunikacije in organizacija;4;O
227;Učenec razume, da je količina informacije lahko prevelika, zato se jo najprej razdeli na manjše koščke (t.i. pakete), od katerih je vsak opremljen z naslovom prejemnika, in se jih pošlje neodvisno enega od drugega.;Informacija potrebuje za pošiljanje oziroma prejemanje fizični medij ali brezžično povezavo, od katerih so nekatere povezave primernejše od drugih. Posredovana informacija je najprej razdeljena v manjše koščke, ki jih imenujemo paketi in potujejo neodvisno drugo od drugega, vendar se pri prejemniku ponovno združijo. Za to, da paketi pravilno potujejo po omrežju skrbijo usmerjevalniki in stikala.;2;Omrežne komunikacije in organizacija;4;O
228;Učenec razume, da je pot med pošiljateljem in prejemnikom predolga, zato poteka preko več vmesnih postaj (usmerjevalnikov), ki se na podlagi naslova prejemnika paketa odločijo, kateremu sosednjemu usmerjevalniku, oziroma, če lahko, končnemu prejemniku, bodo predali paket.;Informacija potrebuje za pošiljanje oziroma prejemanje fizični medij ali brezžično povezavo, od katerih so nekatere povezave primernejše od drugih. Posredovana informacija je najprej razdeljena v manjše koščke, ki jih imenujemo paketi in potujejo neodvisno drugo od drugega, vendar se pri prejemniku ponovno združijo. Za to, da paketi pravilno potujejo po omrežju skrbijo usmerjevalniki in stikala.;2;Omrežne komunikacije in organizacija;4;O
229;Učenec razume, da lahko paketi od pošiljatelja do prejemnika potujejo po različnih poteh.;Informacija potrebuje za pošiljanje oziroma prejemanje fizični medij ali brezžično povezavo, od katerih so nekatere povezave primernejše od drugih. Posredovana informacija je najprej razdeljena v manjše koščke, ki jih imenujemo paketi in potujejo neodvisno drugo od drugega, vendar se pri prejemniku ponovno združijo. Za to, da paketi pravilno potujejo po omrežju skrbijo usmerjevalniki in stikala.;2;Omrežne komunikacije in organizacija;4;O
230;Učenec razume, da prejemnik poskrbi, da se paketi (koščki informacije) pravilno sestavijo v poslano informacijo.;Informacija potrebuje za pošiljanje oziroma prejemanje fizični medij ali brezžično povezavo, od katerih so nekatere povezave primernejše od drugih. Posredovana informacija je najprej razdeljena v manjše koščke, ki jih imenujemo paketi in potujejo neodvisno drugo od drugega, vendar se pri prejemniku ponovno združijo. Za to, da paketi pravilno potujejo po omrežju skrbijo usmerjevalniki in stikala.;2;Omrežne komunikacije in organizacija;4;O
231;Učenec ve, da imajo običajno pravico do dostopa do naprave/ informacije/ dejanja samo določene osebe in, da zaščitimo naprave oziroma informacije, se mora oseba, ki trdi, da ima pravico, overoviti.;Za zaščito informacij lahko uporabimo različne varnostne ukrepe. Slednji so lahko fizični oziroma digitalni.;2;Kibernetska varnost;4;O
232;Učenec pozna načine overovljanja: fizične varnostne ukrepe (kar ima samo uporabnik) in digitalne varnostne ukrepe (kar samo uporabnik ve).;Za zaščito informacij lahko uporabimo različne varnostne ukrepe. Slednji so lahko fizični oziroma digitalni.;2;Kibernetska varnost;4;O
233;Učenec razume, da je potrebno varnostne ukrepe varovati in zakaj.;Za zaščito informacij lahko uporabimo različne varnostne ukrepe. Slednji so lahko fizični oziroma digitalni.;2;Kibernetska varnost;4;O
234;Učenec razume, da razvoj tehnologij odraža potrebe in želje ljudi.;Zaradi potreb in želja ljudi se računalniška tehnologija razvija in nadgrajuje, pri tem lahko različno vpliva na skupine ljudi. Računalniške tehnologije vplivajo na kulturne prakse in so hkrati tudi pod njihovim vplivom.;2;Kultura;5;O
235;Učenec prepozna, kako uporaba določene tehnologije pripomore k delovanju posamezne skupine ljudi.;Zaradi potreb in želja ljudi se računalniška tehnologija razvija in nadgrajuje, pri tem lahko različno vpliva na skupine ljudi. Računalniške tehnologije vplivajo na kulturne prakse in so hkrati tudi pod njihovim vplivom.;2;Kultura;5;O
236;Učenec razume, da se zaradi razvoja tehnologije spreminja naš način delovanja v družbi (npr. video, glasba... na zahtevo);Zaradi potreb in želja ljudi se računalniška tehnologija razvija in nadgrajuje, pri tem lahko različno vpliva na skupine ljudi. Računalniške tehnologije vplivajo na kulturne prakse in so hkrati tudi pod njihovim vplivom.;2;Kultura;5;O
237;Učenec razume, da se prav tako spreminjajo načini ustvarjanja kulturnih vsebin (npr. uporaba programja za likovno ustvarjanje, enostavno ustvarjanje animiranih filmov).;Zaradi potreb in želja ljudi se računalniška tehnologija razvija in nadgrajuje, pri tem lahko različno vpliva na skupine ljudi. Računalniške tehnologije vplivajo na kulturne prakse in so hkrati tudi pod njihovim vplivom.;2;Kultura;5;O
238;Učenec razume, da se zaradi neenake dostopnosti do digitalne tehnologije ustvarja v družbi digitalni razkorak (digitalna ločnica).;Zaradi potreb in želja ljudi se računalniška tehnologija razvija in nadgrajuje, pri tem lahko različno vpliva na skupine ljudi. Računalniške tehnologije vplivajo na kulturne prakse in so hkrati tudi pod njihovim vplivom.;2;Kultura;5;O
239;Učenec razume, da nam digitalne tehnologije omogočajo/olajšajo povezovanje in sodelovanje.;Računalniška tehnologija omogoča lokalno in globalno sodelovanje. Z omogočanjem komunikacije in inovacij računalništvo vpliva na številne družbene institucije, kot so družina, izobraževanje, religija in gospodarstvo.;2;Socialne interakcije;5;O
240;Učenec prepozna, da se način dela institucij in posameznikov pri uporabi digitalnih komunikacij spreminja.;Računalniška tehnologija omogoča lokalno in globalno sodelovanje. Z omogočanjem komunikacije in inovacij računalništvo vpliva na številne družbene institucije, kot so družina, izobraževanje, religija in gospodarstvo.;2;Socialne interakcije;5;O
241;Učenec razume, da je digitalna tehnologija nevtralna in se zaveda, da je uporabnik tisti, ki rabo digitalne tehnologije naredi koristno ali škodljivo.;Etični zapleti se pojavljajo zaradi možnosti, ki jih ponuja računalništvo. Enostavno pošiljanje in prejemanje kopij vsebin na internetu (video posnetki, fotografije, glasba, ...) omogoča nepooblaščeno uporabo (spletno piratstvo) in neupoštevanje avtorskih pravic (pomanjkanje navedbe avtorstva).;2;Varnost, zakonodaja in etika;5;O
242;Učenec se uči odgovornih varnih načinov uporabe digitalnih naprav in interneta.;Etični zapleti se pojavljajo zaradi možnosti, ki jih ponuja računalništvo. Enostavno pošiljanje in prejemanje kopij vsebin na internetu (video posnetki, fotografije, glasba, ...) omogoča nepooblaščeno uporabo (spletno piratstvo) in neupoštevanje avtorskih pravic (pomanjkanje navedbe avtorstva).;2;Varnost, zakonodaja in etika;5;O
243;Učenec se zaveda, da ima avtor informacije pravico do le-te.;Etični zapleti se pojavljajo zaradi možnosti, ki jih ponuja računalništvo. Enostavno pošiljanje in prejemanje kopij vsebin na internetu (video posnetki, fotografije, glasba, ...) omogoča nepooblaščeno uporabo (spletno piratstvo) in neupoštevanje avtorskih pravic (pomanjkanje navedbe avtorstva).;2;Varnost, zakonodaja in etika;5;O
